#,id,user_id,card_id,quantity,created_at,updated_at,serial_number
1,ab509a92-7b75-4e0e-b501-b47cd334b555,1138e5f0-7eb5-5ed9-b227-74b2dc974a61,8545ce70-71ef-4a39-8a3e-4f373c5324de,3,2026-01-03 05:28:04.591469 +00:00,2026-01-07 20:01:10.460868 +00:00,
2,b8d05a7a-9557-4013-92ae-b62aa75b9871,4b483383-c0ae-506b-a422-b0054296fa67,a3f9bc6e-0d76-4596-a629-017e1bf15252,1,2026-01-09 09:27:49.563998 +00:00,2026-01-09 09:27:49.563998 +00:00,
3,c879ea65-98e3-4a84-8f76-14a9ef5423a1,b1454e5f-a082-530d-9716-92252c02d8ed,e9cc6c9e-f748-496c-ac67-116135c9d7e4,1,2026-01-03 03:07:55.999167 +00:00,2026-01-03 03:07:55.999167 +00:00,
4,d8eff91e-c3a5-4e3b-83d2-f63a1809fa55,1498934c-d379-5eda-863b-b0f065c08fdf,79b482c2-858e-4b4b-8c4f-adc5e1756bf5,1,2026-01-02 16:10:04.809529 +00:00,2026-01-02 16:10:04.809529 +00:00,
5,e2e8a7a9-3f99-4fb1-ad22-4ecb976b89df,65aa485f-b93a-50f8-9199-9bdf75694d11,52dda1b6-c2a3-462f-9331-6d5412a27e16,1,2026-01-02 17:03:01.524037 +00:00,2026-01-02 17:03:01.524037 +00:00,
6,b176cc4d-9471-444c-9766-18036a50f9a4,9fcc159e-0ae1-520d-b236-4f5bcd5817de,e3cd7913-d4cd-4657-8ed1-ffb6cbdfcf0b,2,2026-01-02 16:38:35.963228 +00:00,2026-01-08 13:09:28.353216 +00:00,
7,fc9359d8-5287-4376-ab95-9fad51734eb7,36e36a78-0c15-597d-a490-1bd6a75a20eb,6a1be29e-bef9-40dd-b415-0483a0a0ca7f,1,2026-01-02 16:28:46.332507 +00:00,2026-01-02 16:28:46.332507 +00:00,
8,32ba0b4a-2f91-40ad-91f9-563289547662,1498934c-d379-5eda-863b-b0f065c08fdf,e9cc6c9e-f748-496c-ac67-116135c9d7e4,1,2026-01-02 16:10:04.809529 +00:00,2026-01-02 16:10:04.809529 +00:00,
9,206456de-11f3-4028-869a-9587155f9a1e,8ed1d772-8a00-5e3c-b31d-fb3bdaf8f471,8545ce70-71ef-4a39-8a3e-4f373c5324de,2,2026-01-03 00:31:25.522796 +00:00,2026-01-06 06:17:40.235393 +00:00,
10,27e44b7f-8523-4b89-a813-c52c0b37d413,c9acbf1c-7a04-5231-987e-e72dbfb7e848,efa05285-2cb7-4cc6-80a6-73f9d68be34c,2,2026-01-03 05:05:29.424546 +00:00,2026-01-07 03:30:19.915181 +00:00,
11,e192e4a5-9ab9-4ebb-9ed7-634ce54c0bec,3d150d2e-6a8e-51bc-8b6a-025bb633e8c4,7bb7f905-73f3-4bfe-af55-2b82985ee53b,2,2026-01-04 02:10:25.895085 +00:00,2026-01-05 00:29:49.755024 +00:00,
12,405e2bee-bb46-427c-bc9b-1b1ac11be709,f8e007a0-c210-50ca-a8a5-a0d4e2ffbaf4,a3f9bc6e-0d76-4596-a629-017e1bf15252,3,2026-01-02 16:39:05.871683 +00:00,2026-01-08 17:03:19.670116 +00:00,
13,01e7fc6a-e508-46eb-bb92-9511395c16c6,3c2124ad-7729-5775-b166-1333983cbd7b,cd7ad73c-6c7f-409a-9b38-9790691947b0,2,2026-01-02 16:17:51.737817 +00:00,2026-01-04 01:41:51.505344 +00:00,
14,8e96a318-9e59-415a-b1db-6f24ce6e8b10,9c2c271c-3dce-536b-a7de-d6101cc87f79,0ae95a04-6ebe-45ec-b9d7-01759a9c793b,2,2026-01-04 17:01:58.497185 +00:00,2026-01-07 17:02:11.996928 +00:00,
15,5df929ad-a659-4324-94b4-7090fd460797,692c9aac-9957-542d-aae5-b41a5dd4f3cd,6c61932e-2f87-4061-b747-fffebe54f8bb,2,2026-01-05 17:03:28.512592 +00:00,2026-01-08 17:07:11.454107 +00:00,
16,911680c5-20d3-4eac-818a-9c1590c01c99,a1cfe0ec-4176-5308-91c9-f69b6c3a5802,b6949dfd-667c-4d6e-af5d-7ae11a391ef4,2,2026-01-02 16:39:31.914371 +00:00,2026-01-07 18:04:47.881888 +00:00,
17,5069b082-bdda-49ee-92d2-6626e454a272,36e36a78-0c15-597d-a490-1bd6a75a20eb,3f459b32-ba03-4bc6-9888-050eb404f35b,1,2026-01-02 16:28:46.332507 +00:00,2026-01-02 16:28:46.332507 +00:00,
18,39ebfaee-e09b-4744-b4fc-942a169e5596,36e36a78-0c15-597d-a490-1bd6a75a20eb,47bc640f-29d0-40d7-8fb1-754d659d757d,2,2026-01-02 16:28:46.332507 +00:00,2026-01-02 16:28:46.332507 +00:00,
19,ad59885f-ede6-4b6b-801e-55241fbd3baa,c7668516-e9ad-591f-ad75-59618f44f1c6,90041d37-8eea-40f8-bc4c-162749f0fe6f,1,2026-01-09 09:58:25.328167 +00:00,2026-01-09 09:58:25.328167 +00:00,
20,f0f9045e-1ca4-4416-8e53-477a983762ba,1498934c-d379-5eda-863b-b0f065c08fdf,c37d164e-9acf-44e7-818f-40e0d905413a,1,2026-01-02 16:10:43.764268 +00:00,2026-01-02 16:10:43.764268 +00:00,
21,0a23ced6-72c0-40f5-a2be-38cbacb352f5,cb14a994-08a9-5427-9494-6d7701ad1a48,dc824124-e506-4660-93a7-9537486988b4,1,2026-01-02 16:14:39.597639 +00:00,2026-01-02 16:14:39.597639 +00:00,
22,5e3db345-1a2a-40dd-844b-3f8346c6f421,36e36a78-0c15-597d-a490-1bd6a75a20eb,cdac1fc8-7c01-4844-8f00-5c55fbd35c57,1,2026-01-02 16:28:46.332507 +00:00,2026-01-02 16:28:46.332507 +00:00,
23,39cadbbf-6b39-4ba1-92f6-731060fb0d79,f975f845-a1c8-58fb-ad6b-be57c682e9a5,79b482c2-858e-4b4b-8c4f-adc5e1756bf5,1,2026-01-04 02:13:27.610714 +00:00,2026-01-04 02:13:27.610714 +00:00,
24,eca59f5d-594d-430e-a208-240502bcf254,8ed1d772-8a00-5e3c-b31d-fb3bdaf8f471,fec0877d-ca36-4c8f-b57d-c5ebcae7a421,3,2026-01-03 00:31:25.522796 +00:00,2026-01-09 01:03:26.723879 +00:00,
25,3bfbcd4c-ed8a-4629-b3f5-c63f91be4574,cb14a994-08a9-5427-9494-6d7701ad1a48,cf874cea-4f40-4f15-a092-11eb51135ff2,0,2026-01-02 16:14:39.597639 +00:00,2026-01-02 17:15:27.171231 +00:00,
26,196e954f-e66a-45c5-b40c-b82219252b9f,8ed1d772-8a00-5e3c-b31d-fb3bdaf8f471,e3cd7913-d4cd-4657-8ed1-ffb6cbdfcf0b,1,2026-01-03 00:31:25.522796 +00:00,2026-01-03 00:31:25.522796 +00:00,
27,3d3356bc-6780-42df-ae69-96e72ecf4c2a,f975f845-a1c8-58fb-ad6b-be57c682e9a5,6c61932e-2f87-4061-b747-fffebe54f8bb,1,2026-01-04 02:13:27.610714 +00:00,2026-01-04 02:13:27.610714 +00:00,
28,0e912375-499c-4629-8b06-8d463971dbae,f975f845-a1c8-58fb-ad6b-be57c682e9a5,e9cc6c9e-f748-496c-ac67-116135c9d7e4,1,2026-01-04 02:13:27.610714 +00:00,2026-01-04 02:13:27.610714 +00:00,
29,bdfedbb9-2452-474c-ac0b-acbaebad00d0,f975f845-a1c8-58fb-ad6b-be57c682e9a5,3f459b32-ba03-4bc6-9888-050eb404f35b,1,2026-01-04 02:13:27.610714 +00:00,2026-01-04 02:13:27.610714 +00:00,
30,e1e775fd-f325-4526-89fc-01536397d07b,95c5a81a-932a-59ff-a3e6-7cdbd6a43d07,dc824124-e506-4660-93a7-9537486988b4,2,2026-01-04 17:01:58.962181 +00:00,2026-01-09 02:25:15.702201 +00:00,
31,1da7a862-1558-4cd0-bcd6-cb144a6904aa,cb14a994-08a9-5427-9494-6d7701ad1a48,90041d37-8eea-40f8-bc4c-162749f0fe6f,1,2026-01-02 16:14:39.597639 +00:00,2026-01-02 16:14:39.597639 +00:00,
32,9c31a363-3146-4bfd-a297-c349d512e630,1498934c-d379-5eda-863b-b0f065c08fdf,8545ce70-71ef-4a39-8a3e-4f373c5324de,2,2026-01-02 16:10:04.809529 +00:00,2026-01-08 07:41:47.210560 +00:00,
33,1ad3448e-7f57-4b3a-adab-c19053e46451,2f698268-46d0-5c9e-912c-f8ed8cd643b5,47bc640f-29d0-40d7-8fb1-754d659d757d,1,2026-01-04 17:29:12.388168 +00:00,2026-01-04 17:29:12.388168 +00:00,
34,460093d3-10f6-4cde-950c-3c198adca16b,55dddec1-1a52-5dbb-970b-71dd42ca962a,6c61932e-2f87-4061-b747-fffebe54f8bb,1,2026-01-05 02:26:32.363089 +00:00,2026-01-05 02:26:32.363089 +00:00,
35,63478ff7-95ba-44bd-90fd-0a9d6843647f,36e36a78-0c15-597d-a490-1bd6a75a20eb,6c61932e-2f87-4061-b747-fffebe54f8bb,2,2026-01-02 16:28:46.332507 +00:00,2026-01-03 07:09:00.751894 +00:00,
36,6cb87b3c-9b3b-47be-8e59-460a2d43182d,746f52b8-4166-5694-a147-056aa9954d48,bd6b7f65-d605-45ec-af4d-d6659d1f16b9,2,2026-01-02 16:37:41.916167 +00:00,2026-01-07 17:01:14.823751 +00:00,
37,11756a65-efad-4c4f-b73c-00f09aecaa34,cb14a994-08a9-5427-9494-6d7701ad1a48,638dc68d-c793-4e62-8d00-45a00ee27df2,2,2026-01-02 16:14:39.597639 +00:00,2026-01-04 00:54:45.992414 +00:00,
38,e5285a0b-c822-483f-ab3d-28da30a804a4,1498934c-d379-5eda-863b-b0f065c08fdf,0ae95a04-6ebe-45ec-b9d7-01759a9c793b,2,2026-01-02 16:10:04.809529 +00:00,2026-01-04 01:32:23.026983 +00:00,
